Actual,Predicted
7167.7300000000005,7167.730000000001
2478.21,2478.209999999998
4838.5,4838.500000000002
141.86,141.8600000000024
4687.17,4687.169999999998
3371.6,3371.6000000000013
7988.530000000001,7988.529999999998
1600.18,1600.1800000000014
8497.98,8497.98
3251.92,3251.9199999999983
3164.76,3164.759999999999
221.04,221.0400000000036
4227.22,4227.22
463.96,463.9600000000014
1935.36,1935.3600000000001
4780.93,4780.9299999999985
1019.85,1019.8499999999981
177.52,177.5200000000027
6234.55,6234.549999999997
4639.6,4639.5999999999985
123.81,123.81000000000085
4784.88,4784.879999999999
5104.77,5104.7699999999995
2303.82,2303.8199999999997
5462.070000000001,5462.069999999997
1278.73,1278.7300000000018
3394.3900000000003,3394.3900000000017
227.82,227.81999999999834
2095.33,2095.330000000001
1139.68,1139.680000000004
1805.9,1805.9
6399.8,6399.800000000003
753.23,753.2300000000014
114.01,114.00999999999931
1003.35,1003.3499999999995
2398.52,2398.5200000000013
2454.46,2454.460000000001
20.75,20.75
5535.240000000001,5535.239999999999
1646.5400000000002,1646.540000000003
555.86,555.8600000000006
11577.97,11577.969999999994
1743.9,1743.8999999999985
1465.71,1465.7099999999996
6329.52,6329.52
4781.34,4781.339999999997
1855.84,1855.8399999999997
3408.61,3408.6099999999997
1082.9,1082.9
791.19,791.19
5600.79,5600.79
6314.73,6314.729999999998
8010.42,8010.419999999997
2611.67,2611.6700000000037
988.33,988.330000000004
2534.49,2534.49
7344.639999999999,7344.640000000001
165.54,165.53999999999996
761.4000000000001,761.4000000000001
3793.39,3793.3900000000003
2167.08,2167.08
2515.24,2515.239999999997
321.44,321.4400000000014
4752.06,4752.059999999998
3776.19,3776.190000000003
8505.699999999999,8505.699999999993
4020.67,4020.6700000000014
4090.33,4090.329999999999
246.07,246.06999999999925
2223.27,2223.269999999998
124.5,124.49999999999955
786.41,786.4100000000017
791.19,791.1900000000041
2359.23,2359.2300000000014
2262.78,2262.7800000000007
2021.41,2021.4100000000037
844.83,844.8300000000022
3987.24,3987.24
529.3399999999999,529.340000000002
5779.639999999999,5779.640000000001
2511.87,2511.8700000000017
124.5,124.49999999999864
972.37,972.3700000000008
4661.950000000001,4661.949999999999
180.09,180.09000000000196
2470.3,2470.2999999999975
1733.5500000000002,1733.550000000003
1454.7700000000002,1454.77
4057.69,4057.6899999999987
